149,35.735702,-0.582915
148,35.735702,-0.582913
125,35.735702,-0.582912
128,35.735702,-0.582912
143,35.735702,-0.582910
116,35.735706,-0.582908
92,35.735706,-0.582907
108,35.735706,-0.582907
68,35.735706,-0.582905
108,35.735706,-0.582902
126,35.735706,-0.582900
138,35.735706,-0.582898
149,35.735710,-0.582897
162,35.735710,-0.582893
179,35.735710,-0.582892
173,35.735710,-0.582890
173,35.735710,-0.582887
172,35.735713,-0.582885
155,35.735713,-0.582878
123,35.735717,-0.582877
174,35.735717,-0.582875
132,35.735717,-0.582872
130,35.735717,-0.582868
115,35.735721,-0.582863
92,35.735721,-0.582858
82,35.735721,-0.582853
107,35.735721,-0.582848
80,35.735725,-0.582843
112,35.735725,-0.582837
135,35.735725,-0.582835
136,35.735729,-0.582832
135,35.735729,-0.582830
96,35.735729,-0.582827
89,35.735729,-0.582823
74,35.735729,-0.582820
100,35.735729,-0.582818
121,35.735729,-0.582818
140,35.735729,-0.582818
126,35.735729,-0.582818
115,35.735729,-0.582818
96,35.735729,-0.582820
99,35.735729,-0.582818
98,35.735729,-0.582817
109,35.735729,-0.582815
120,35.735729,-0.582815
123,35.735729,-0.582813
115,35.735733,-0.582812
108,35.735733,-0.582812
100,35.735733,-0.582813
99,35.735733,-0.582815
102,35.735733,-0.582817
124,35.735733,-0.582817
130,35.735733,-0.582818
142,35.735733,-0.582818
157,35.735729,-0.582818
176,35.735729,-0.582818
165,35.735736,-0.582815
182,35.735736,-0.582823
185,35.735736,-0.582825
132,35.735736,-0.582832
121,35.735736,-0.582840
140,35.735736,-0.582840
125,35.735733,-0.582827
130,35.735736,-0.582823
123,35.735733,-0.582827
122,35.735729,-0.582823
128,35.735729,-0.582827
125,35.735729,-0.582827
147,35.735729,-0.582827
133,35.735729,-0.582828
113,35.735729,-0.582828
113,35.735733,-0.582828
115,35.735736,-0.582828
109,35.735736,-0.582828
99,35.735736,-0.582828
72,35.735736,-0.582825
59,35.735740,-0.582822
52,35.735740,-0.582820
50,35.735740,-0.582818
57,35.735736,-0.582825
100,35.735740,-0.582820
127,35.735740,-0.582818
114,35.735736,-0.582820
118,35.735736,-0.582818
102,35.735736,-0.582820
116,35.735736,-0.582823
123,35.735736,-0.582827
128,35.735729,-0.582837
82,35.735729,-0.582833
83,35.735729,-0.582832
85,35.735729,-0.582830
90,35.735725,-0.582840
91,35.735729,-0.582842
102,35.735736,-0.582825
79,35.735736,-0.582828
91,35.735736,-0.582835
103,35.735740,-0.582835
110,35.735736,-0.582842
112,35.735740,-0.582843
117,35.735740,-0.582843
110,35.735744,-0.582842
111,35.735744,-0.582843
111,35.735744,-0.582843
111,35.735744,-0.582845
82,35.735748,-0.582845
86,35.735748,-0.582845
87,35.735748,-0.582840
96,35.735752,-0.582835
88,35.735759,-0.582823
104,35.735759,-0.582818
90,35.735755,-0.582820
65,35.735755,-0.582818
56,35.735752,-0.582822
47,35.735752,-0.582828
43,35.735752,-0.582825
41,35.735748,-0.582827
39,35.735748,-0.582830
43,35.735748,-0.582827
53,35.735748,-0.582828
82,35.735744,-0.582830
94,35.735740,-0.582830
75,35.735736,-0.582835
93,35.735733,-0.582840
78,35.735725,-0.582843
67,35.735725,-0.582842
66,35.735725,-0.582842
77,35.735725,-0.582842
74,35.735725,-0.582843
81,35.735725,-0.582847
100,35.735725,-0.582850
88,35.735725,-0.582850
92,35.735729,-0.582850
81,35.735729,-0.582850
88,35.735729,-0.582850
106,35.735733,-0.582848
85,35.735736,-0.582843
106,35.735736,-0.582840
109,35.735736,-0.582838
122,35.735736,-0.582838
116,35.735736,-0.582833
117,35.735736,-0.582832
117,35.735736,-0.582828
112,35.735736,-0.582827
84,35.735740,-0.582823
77,35.735740,-0.582822
81,35.735740,-0.582828
99,35.735744,-0.582837
85,35.735740,-0.582850
90,35.735740,-0.582862
80,35.735740,-0.582865
80,35.735740,-0.582868
85,35.735744,-0.582868
88,35.735740,-0.582872
104,35.735740,-0.582873
103,35.735740,-0.582892
104,35.735740,-0.582890
89,35.735744,-0.582885
102,35.735744,-0.582882
112,35.735744,-0.582882
112,35.735744,-0.582880
114,35.735744,-0.582880
101,35.735744,-0.582880
99,35.735744,-0.582878
87,35.735744,-0.582877
71,35.735744,-0.582873
61,35.735744,-0.582865
67,35.735748,-0.582850
70,35.735748,-0.582852
79,35.735748,-0.582850
99,35.735748,-0.582850
96,35.735748,-0.582848
119,35.735748,-0.582847
90,35.735748,-0.582845
106,35.735748,-0.582845
120,35.735748,-0.582845
88,35.735748,-0.582845
85,35.735748,-0.582843
66,35.735748,-0.582847
56,35.735744,-0.582852
52,35.735744,-0.582857
47,35.735744,-0.582860
45,35.735744,-0.582867
44,35.735744,-0.582863
54,35.735744,-0.582867
76,35.735740,-0.582870
93,35.735740,-0.582877
85,35.735740,-0.582877
86,35.735740,-0.582877
69,35.735740,-0.582877
80,35.735740,-0.582875
105,35.735744,-0.582873
87,35.735740,-0.582877
143,35.735740,-0.582877
211,35.735740,-0.582882
157,35.735740,-0.582887
189,35.735740,-0.582885
116,35.735736,-0.582892
193,35.735736,-0.582892
187,35.735736,-0.582898
172,35.735733,-0.582910
143,35.735733,-0.582918
93,35.735729,-0.582930
68,35.735729,-0.582938
117,35.735725,-0.582948
138,35.735725,-0.582947
104,35.735725,-0.582947
140,35.735725,-0.582947
87,35.735725,-0.582945
102,35.735725,-0.582945
99,35.735725,-0.582943
69,35.735725,-0.582942
58,35.735725,-0.582940
52,35.735729,-0.582937
58,35.735729,-0.582933
62,35.735729,-0.582928
65,35.735729,-0.582925
72,35.735733,-0.582923
69,35.735733,-0.582920
77,35.735736,-0.582918
66,35.735736,-0.582915
70,35.735736,-0.582913
73,35.735736,-0.582912
87,35.735740,-0.582910
77,35.735740,-0.582907
72,35.735740,-0.582902
73,35.735744,-0.582897
76,35.735744,-0.582897
113,35.735752,-0.582890
112,35.735752,-0.582892
97,35.735755,-0.582897
119,35.735755,-0.582903
87,35.735755,-0.582908
76,35.735752,-0.582908
107,35.735752,-0.582902
110,35.735752,-0.582900
86,35.735752,-0.582903
73,35.735748,-0.582903
69,35.735755,-0.582900
78,35.735763,-0.582893
65,35.735752,-0.582905
102,35.735752,-0.582908
144,35.735755,-0.582907
99,35.735752,-0.582898
